event,stage,breaker 1 (red),breaker 2 (blue),winner,battle rounds,number of judges,breaker 1 round wins,breaker 2 round wins,breaker 1 vote count,breaker 2 vote count,judge 1 name ,judge 2 name,judge 3 name,judge 4 name,judge 5 name,judge 6 name ,judge 7 name,judge 8 name,judge 9 name,r1j1over,r1j2over,r1j3over,r1j4over,r1j5over,r1j6over,r1j7over,r1j8over,r1j9over,r2j1over,r2j2over,r2j3over,r2j4over,r2j5over,r2j6over,r2j7over,r2j8over,r2j9over,r3j1over,r3j2over,r3j3over,r3j4over,r3j5over,r3j6over,r3j7over,r3j8over,r3j9over,r4j1over,r4j2over,r4j3over,r4j4over,r4j5over,r4j6over,r4j7over,r4j8over,r4j9over,,,,,
ROBC 2018,1vs1 B-Girl Youth Top 8 Knock-Out,Belka,Lisa,Belka,2,5,2,0,10,0,Dyzee,The End,Reveal,Thesis,Junior,,,,,-54,-3,-41,-32,-33,,,,,-24,-6,-98,-22,-31,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 B-Girl Youth Top 8 Knock-Out,Di,Uzelok,Uzelok,2,5,0,2,2,8,Dyzee,The End,Reveal,Thesis,Junior,,,,,-31,9,68,41,13,,,,,10,-18,93,30,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 B-Girl Youth Top 8 Knock-Out,Yara,Lizzy,Lizzy,2,5,0,2,3,7,Dyzee,The End,Reveal,Thesis,Junior,,,,,-18,11,36,19,25,,,,,-4,10,-52,18,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 B-Girl Youth Top 8 Knock-Out,Lisa,T-Rex,Lisa,3,5,2,1,12,3,Dyzee,The End,Reveal,Thesis,Junior,,,,,34,6,59,-23,-14,,,,,-2,-11,-58,-31,-19,,,,,-4,-10,-57,-22,-22,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 B-Girl Youth Top 8 Knock-Out,YaGeVika,Belka,Belka,2,5,0,2,3,7,Dyzee,The End,Reveal,Thesis,Junior,,,,,-13,26,-66,54,17,,,,,35,10,86,-26,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 B-Boy Youth Top 16 Knock-Out,Dyak,DopeDog,DopeDog,4,5,0,4,0,20,Dyzee,The End,Reveal,Thesis,Junior,,,,,13,9,100,49,15,,,,,14,10,89,49,13,,,,,18,5,100,57,20,,,,,31,8,20,55,19,,,,,,,,,
ROBC 2018,1vs1 B-Boy Youth Top 16 Knock-Out,D-Way,Saffa,Saffa,4,5,2,2,8,12,Dyzee,The End,Reveal,Thesis,Junior,,,,,25,19,23,39,-12,,,,,7,5,51,43,9,,,,,-19,15,-100,33,-12,,,,,-13,-5,-9,42,-6,,,,,,,,,
ROBC 2018,1vs1 B-Boy Youth Top 16 Knock-Out,Saffa,DopeDog,DopeDog,2,5,0,2,1,9,Dyzee,The End,Reveal,Thesis,Junior,,,,,37,-9,70,23,38,,,,,26,7,27,40,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 B-Boy Youth Top 16 Knock-Out,Dyak,D-Way,Dyak,3,5,2,1,10,5,Dyzee,The End,Reveal,Thesis,Junior,,,,,22,7,-14,-22,-14,,,,,11,5,56,-27,-13,,,,,-29,-2,-29,-28,-7,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 B-Boy Youth Top 16 Knock-Out,Danjel,DopeDog,DopeDog,2,5,0,2,0,10,Dyzee,The End,Reveal,Thesis,Junior,,,,,45,17,100,45,30,,,,,43,10,89,47,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 B-Boy Youth Top 16 Knock-Out,Tulen,Saffa,Saffa,2,5,0,2,2,8,Dyzee,The End,Reveal,Thesis,Junior,,,,,-21,9,-91,34,17,,,,,6,5,49,46,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 B-Boy Youth Top 16 Knock-Out,Fly,D-Way,D-Way,2,5,0,2,2,8,Dyzee,The End,Reveal,Thesis,Junior,,,,,35,-18,90,37,17,,,,,38,-14,76,34,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 B-Boy Youth Top 16 Knock-Out,Dyak,Balnik,Dyak,2,5,2,0,8,2,Dyzee,The End,Reveal,Thesis,Junior,,,,,-20,-20,-100,-28,-8,,,,,43,9,-82,-43,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 B-Boy Youth Top 16 Knock-Out,DopeDog,Valkar,DopeDog,2,5,2,0,10,0,Dyzee,The End,Reveal,Thesis,Junior,,,,,-53,-9,-100,-25,-15,,,,,-35,-10,-100,-23,-23,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 B-Boy Youth Top 16 Knock-Out,Danjel,Shamir,Danjel,2,5,2,0,7,3,Dyzee,The End,Reveal,Thesis,Junior,,,,,-19,18,-31,-23,12,,,,,35,-5,-100,-25,-27,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 B-Boy Youth Top 16 Knock-Out,Frayz,Saffa,Saffa,2,5,0,2,1,9,Dyzee,The End,Reveal,Thesis,Junior,,,,,14,9,55,23,15,,,,,-9,5,100,30,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 B-Boy Youth Top 16 Knock-Out,PrillOne,Tulen,Tulen,2,5,0,2,2,8,Dyzee,The End,Reveal,Thesis,Junior,,,,,14,5,-34,-26,15,,,,,7,10,100,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 B-Boy Youth Top 16 Knock-Out,D-Way,Boisya,D-Way,3,5,2,1,11,4,Dyzee,The End,Reveal,Thesis,Junior,,,,,-28,14,-94,-26,-11,,,,,-12,2,-95,28,13,,,,,-20,-5,-100,-14,-24,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 B-Boy Youth Top 16 Knock-Out,Caps Lock,Fly,Fly,2,5,0,2,0,10,Dyzee,The End,Reveal,Thesis,Junior,,,,,25,21,78,22,20,,,,,18,11,83,32,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 B-Boy Youth Top 16 Knock-Out,Wildy,Balnik,Balnik,2,5,0,2,2,8,Dyzee,The End,Reveal,Thesis,Junior,,,,,27,-8,-50,26,27,,,,,85,12,78,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,1vs1 B-Boy Youth Top 16 Knock-Out,KraSavva,Dyak,Dyak,2,5,0,2,0,10,Dyzee,The End,Reveal,Thesis,Junior,,,,,11,11,100,20,16,,,,,44,19,79,36,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,WDSF Open Breaking 1vs1 B-Girl Adult Top 16 Knock-Out,Ayumi,Narumi,Ayumi,4,5,3,1,13,7,Dyzee,The End,Reveal,Thesis,Junior,,,,,-6,8,100,7,12,,,,,-6,-5,-100,-53,-47,,,,,14,-6,-100,-77,-52,,,,,-4,-7,78,46,-11,,,,,,,,,
ROBC 2018,WDSF Open Breaking 1vs1 B-Girl Adult Top 16 Knock-Out,Maxime,Kastet,Kastet,4,5,1,3,9,11,Dyzee,The End,Reveal,Thesis,Junior,,,,,15,-7,29,-38,11,,,,,-11,11,15,66,-18,,,,,-1,14,-8,-36,12,,,,,8,12,-7,-39,8,,,,,,,,,
ROBC 2018,WDSF Open Breaking 1vs1 B-Girl Adult Top 16 Knock-Out,Narumi,Kastet,Narumi,2,5,2,0,7,3,Dyzee,The End,Reveal,Thesis,Junior,,,,,7,4,-18,-42,-3,,,,,-14,-5,17,-34,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,WDSF Open Breaking 1vs1 B-Girl Adult Top 16 Knock-Out,Maxime,Ayumi,Ayumi,2,5,0,2,1,9,Dyzee,The End,Reveal,Thesis,Junior,,,,,21,5,-8,41,29,,,,,18,6,28,43,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,WDSF Open Breaking 1vs1 B-Girl Adult Top 16 Knock-Out,Kastet,Jilou,Kastet,3,5,2,1,7,8,Dyzee,The End,Reveal,Thesis,Junior,,,,,10,-6,25,36,17,,,,,7,9,-36,-49,-17,,,,,6,-5,-41,51,-20,,,,,,,,,,,,,,,,,,
ROBC 2018,WDSF Open Breaking 1vs1 B-Girl Adult Top 16 Knock-Out,Narumi,Kim,Narumi,2,5,2,0,10,0,Dyzee,The End,Reveal,Thesis,Junior,,,,,-28,-6,-100,-100,-41,,,,,-14,-25,-89,-100,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,WDSF Open Breaking 1vs1 B-Girl Adult Top 16 Knock-Out,Ayumi,Matina,Ayumi,2,5,2,0,8,2,Dyzee,The End,Reveal,Thesis,Junior,,,,,-3,8,10,-56,-30,,,,,-7,-18,-100,-93,-25,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,WDSF Open Breaking 1vs1 B-Girl Adult Top 16 Knock-Out,Maxime,ViNilla,Maxime,2,5,2,0,10,0,Dyzee,The End,Reveal,Thesis,Junior,,,,,-56,-5,-74,-13,-16,,,,,-12,-4,-100,-100,-34,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,WDSF Open Breaking 1vs1 B-Girl Adult Top 16 Knock-Out,Lara,Jilou,Jilou,2,5,0,2,0,10,Dyzee,The End,Reveal,Thesis,Junior,,,,,26,36,100,41,55,,,,,60,44,85,50,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,WDSF Open Breaking 1vs1 B-Girl Adult Top 16 Knock-Out,Kastet,Vavi,Kastet,2,5,2,0,7,3,Dyzee,The End,Reveal,Thesis,Junior,,,,,-26,-13,-61,41,-54,,,,,17,-4,-95,39,-31,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,WDSF Open Breaking 1vs1 B-Girl Adult Top 16 Knock-Out,Aley,Kim,Kim,3,5,1,2,5,10,Dyzee,The End,Reveal,Thesis,Junior,,,,,-4,8,18,-15,12,,,,,-5,-8,-59,52,16,,,,,49,21,30,32,22,,,,,,,,,,,,,,,,,,
ROBC 2018,WDSF Open Breaking 1vs1 B-Girl Adult Top 16 Knock-Out,Narumi,Art,Narumi,2,5,2,0,9,1,Dyzee,The End,Reveal,Thesis,Junior,,,,,-19,-4,-88,-86,15,,,,,-10,-3,-100,-51,-29,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,WDSF Open Breaking 1vs1 B-Girl Adult Top 16 Knock-Out,Sarkazi,Matina,Matina,3,5,1,2,5,10,Dyzee,The End,Reveal,Thesis,Junior,,,,,46,-8,-100,-100,-22,,,,,24,-8,100,78,16,,,,,25,27,100,56,55,,,,,,,,,,,,,,,,,,
ROBC 2018,WDSF Open Breaking 1vs1 B-Girl Adult Top 16 Knock-Out,Ayumi,Lee,Ayumi,2,5,2,0,9,1,Dyzee,The End,Reveal,Thesis,Junior,,,,,-74,-44,-100,-100,-34,,,,,17,-12,-100,-100,-36,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,WDSF Open Breaking 1vs1 B-Girl Adult Top 16 Knock-Out,ViNilla,Becca,ViNilla,3,5,2,1,11,4,Dyzee,The End,Reveal,Thesis,Junior,,,,,15,15,100,48,-23,,,,,-19,-12,-47,-35,-17,,,,,-8,-7,-98,-37,-13,,,,,,,,,,,,,,,,,,
ROBC 2018,WDSF Open Breaking 1vs1 B-Girl Adult Top 16 Knock-Out,Maxime,Nastya,Maxime,2,5,2,0,9,1,Dyzee,The End,Reveal,Thesis,Junior,,,,,-14,-35,-70,-100,27,,,,,-21,-26,-84,-100,-39,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,WDSF Open Breaking 1vs1 B-Boy Adult Top 16 Knock-Out,Khalil,Jamal,Jamal,4,5,1,3,7,13,Dyzee,The End,Reveal,Thesis,Junior,,,,,20,15,100,80,17,,,,,10,8,100,74,40,,,,,-11,-4,-100,-48,-7,,,,,-2,13,97,46,-4,,,,,,,,,
ROBC 2018,WDSF Open Breaking 1vs1 B-Boy Adult Top 16 Knock-Out,Alkolil,Killa-Kolya,Killa-Kolya,4,5,1,3,7,13,Dyzee,The End,Reveal,Thesis,Junior,,,,,7,-5,9,-28,-7,,,,,29,8,46,64,-9,,,,,-10,9,-63,17,35,,,,,1,-5,53,58,24,,,,,,,,,
ROBC 2018,WDSF Open Breaking 1vs1 B-Boy Adult Top 16 Knock-Out,Killa-Kolya,Jamal,Jamal,2,5,0,2,3,7,Dyzee,The End,Reveal,Thesis,Junior,,,,,14,10,-30,36,14,,,,,-17,14,39,-39,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,WDSF Open Breaking 1vs1 B-Boy Adult Top 16 Knock-Out,Khalil,Alkolil,Khalil,3,5,2,1,11,4,Dyzee,The End,Reveal,Thesis,Junior,,,,,-16,-5,34,32,24,,,,,-8,7,-91,-37,-1,,,,,-17,-4,-19,-56,-13,,,,,,,,,,,,,,,,,,
ROBC 2018,WDSF Open Breaking 1vs1 B-Boy Adult Top 16 Knock-Out,Jamal,Cheerito,Jamal,3,5,2,1,7,8,Dyzee,The End,Reveal,Thesis,Junior,,,,,-5,-10,-20,-28,19,,,,,39,8,75,36,17,,,,,23,-4,-49,-8,9,,,,,,,,,,,,,,,,,,
ROBC 2018,WDSF Open Breaking 1vs1 B-Boy Adult Top 16 Knock-Out,Killa-Kolya,Deny Rock,Killa-Kolya,2,5,2,0,7,3,Dyzee,The End,Reveal,Thesis,Junior,,,,,-30,11,-79,-46,-46,,,,,-1,7,79,-45,-37,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,WDSF Open Breaking 1vs1 B-Boy Adult Top 16 Knock-Out,Lil Kev,Alkolil,Alkolil,2,5,0,2,3,7,Dyzee,The End,Reveal,Thesis,Junior,,,,,-23,-7,12,29,7,,,,,4,4,-54,13,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,WDSF Open Breaking 1vs1 B-Boy Adult Top 16 Knock-Out,Khalil,Deboshir,Khalil,2,5,2,0,8,2,Dyzee,The End,Reveal,Thesis,Junior,,,,,-55,-15,-100,-31,-67,,,,,24,8,-100,-38,-19,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,WDSF Open Breaking 1vs1 B-Boy Adult Top 16 Knock-Out,Gun,Cheerito,Cheerito,2,5,0,2,1,9,Dyzee,The End,Reveal,Thesis,Junior,,,,,27,9,93,21,30,,,,,27,5,100,-12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,WDSF Open Breaking 1vs1 B-Boy Adult Top 16 Knock-Out,Jamal,Amir,Jamal,2,5,2,0,9,1,Dyzee,The End,Reveal,Thesis,Junior,,,,,-12,-8,-100,-41,-12,,,,,-10,-3,-20,-23,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,WDSF Open Breaking 1vs1 B-Boy Adult Top 16 Knock-Out,Deny Rock,Jerry Metal,Deny Rock,3,5,2,1,8,7,Dyzee,The End,Reveal,Thesis,Junior,,,,,-4,8,100,37,16,,,,,-8,-9,-37,49,22,,,,,7,-5,-8,-66,-11,,,,,,,,,,,,,,,,,,
ROBC 2018,WDSF Open Breaking 1vs1 B-Boy Adult Top 16 Knock-Out,Elvis,Killa-Kolya,Killa-Kolya,3,5,1,2,7,8,Dyzee,The End,Reveal,Thesis,Junior,,,,,-8,-10,-49,-36,-30,,,,,19,-8,100,40,-13,,,,,43,16,100,40,22,,,,,,,,,,,,,,,,,,
ROBC 2018,WDSF Open Breaking 1vs1 B-Boy Adult Top 16 Knock-Out,Mega Joker,Alkolil,Alkolil,2,5,0,2,2,8,Dyzee,The End,Reveal,Thesis,Junior,,,,,-9,26,-100,15,17,,,,,17,15,75,35,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,WDSF Open Breaking 1vs1 B-Boy Adult Top 16 Knock-Out,Lil Kev,Dale,Lil Kev,3,5,2,1,9,6,Dyzee,The End,Reveal,Thesis,Junior,,,,,-8,-26,-46,-42,-21,,,,,9,4,90,31,24,,,,,-9,-27,-26,-55,26,,,,,,,,,,,,,,,,,,
ROBC 2018,WDSF Open Breaking 1vs1 B-Boy Adult Top 16 Knock-Out,Deboshir,King So,Deboshir,2,5,2,0,8,2,Dyzee,The End,Reveal,Thesis,Junior,,,,,-4,-4,56,-48,-15,,,,,4,-3,-19,-51,-35,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBC 2018,WDSF Open Breaking 1vs1 B-Boy Adult Top 16 Knock-Out,Khalil,Seven,Khalil,2,5,2,0,9,1,Dyzee,The End,Reveal,Thesis,Junior,,,,,-3,-50,-95,-100,-30,,,,,6,-4,-16,-51,-28,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urban Dance Festival 2018,1vs1 Battle of the Year Top 16 Knock-Out,NarekTheShow,LB,LB,4,3,1,3,4,8,Ez Mike,Cros1,Vartan,,,,,,,10,8,-14,,,,,,,-11,-5,-7,,,,,,,16,10,10,,,,,,,21,8,8,,,,,,,,,,,
Urban Dance Festival 2018,1vs1 Battle of the Year Top 16 Knock-Out,LB,Ztimpy,LB,2,3,2,0,5,1,Ez Mike,Cros1,Vartan,,,,,,,-7,-10,6,,,,,,,-6,-3,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urban Dance Festival 2018,1vs1 Battle of the Year Top 16 Knock-Out,biro flow,NarekTheShow,NarekTheShow,2,3,0,2,1,5,Ez Mike,Cros1,Vartan,,,,,,,8,11,7,,,,,,,13,11,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urban Dance Festival 2018,1vs1 Battle of the Year Top 16 Knock-Out,Moa,Ztimpy,Ztimpy,3,3,1,2,2,7,Ez Mike,Cros1,Vartan,,,,,,,6,18,7,,,,,,,-2,9,-5,,,,,,,12,2,4,,,,,,,,,,,,,,,,,,,,
Urban Dance Festival 2018,1vs1 Battle of the Year Top 16 Knock-Out,killya,LB,LB,2,3,0,2,0,6,Ez Mike,Cros1,Vartan,,,,,,,23,10,10,,,,,,,12,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urban Dance Festival 2018,1vs1 Battle of the Year Top 16 Knock-Out,NarekTheShow,Dàde,NarekTheShow,2,3,2,0,6,0,Ez Mike,Cros1,Vartan,,,,,,,-19,-10,-15,,,,,,,-12,-9,-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urban Dance Festival 2018,1vs1 Battle of the Year Top 16 Knock-Out,Astro,biro flow,biro flow,2,3,0,2,1,5,Ez Mike,Cros1,Vartan,,,,,,,23,14,24,,,,,,,13,12,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urban Dance Festival 2018,1vs1 Battle of the Year Top 16 Knock-Out,Ztimpy,Beat,Ztimpy,2,3,2,0,6,0,Ez Mike,Cros1,Vartan,,,,,,,-38,-8,-12,,,,,,,-5,-5,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urban Dance Festival 2018,1vs1 Battle of the Year Top 16 Knock-Out,prinz henry,Moa,Moa,2,3,0,2,0,6,Ez Mike,Cros1,Vartan,,,,,,,34,11,32,,,,,,,30,14,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urban Dance Festival 2018,1vs1 Battle of the Year Top 16 Knock-Out,zealouss,LB,LB,2,3,0,2,0,6,Ez Mike,Cros1,Vartan,,,,,,,44,20,1,,,,,,,19,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urban Dance Festival 2018,1vs1 Battle of the Year Top 16 Knock-Out,killya,Lucas Paul,killya,2,3,2,0,4,2,Ez Mike,Cros1,Vartan,,,,,,,13,-10,-9,,,,,,,-4,-8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urban Dance Festival 2018,1vs1 Battle of the Year Top 16 Knock-Out,Sleit,Dàde,Dàde,2,3,0,2,0,6,Ez Mike,Cros1,Vartan,,,,,,,4,19,5,,,,,,,11,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urban Dance Festival 2018,1vs1 Battle of the Year Top 16 Knock-Out,NarekTheShow,drifty,NarekTheShow,2,3,2,0,6,0,Ez Mike,Cros1,Vartan,,,,,,,-4,-5,-13,,,,,,,-7,-13,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urban Dance Festival 2018,1vs1 Battle of the Year Top 16 Knock-Out,Zehr,biro flow,biro flow,2,3,0,2,1,5,Ez Mike,Cros1,Vartan,,,,,,,42,15,-13,,,,,,,35,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urban Dance Festival 2018,1vs1 Battle of the Year Top 16 Knock-Out,Astro,Tref,Astro,3,3,2,1,6,3,Ez Mike,Cros1,Vartan,,,,,,,5,6,16,,,,,,,-11,-33,-11,,,,,,,-13,-6,-6,,,,,,,,,,,,,,,,,,,,
Outbreak 2018,1vs1 B-Girl Battle Top 16 Knock-Out,Kate,Jilou,Kate,3,5,2,1,11,4,Poe One,Hatsolo,Wing,Felix,Renegade,,,,,-27,-24,-12,-14,16,,,,,-25,-6,12,7,7,,,,,-27,-24,-11,-10,-25,,,,,,,,,,,,,,,,,,
Outbreak 2018,1vs1 B-Girl Battle Top 16 Knock-Out,Tazz,Jilou,Jilou,2,5,0,2,2,8,Hatsolo,Poe One,Wing,Felix,Renegade,,,,,12,8,11,-4,10,,,,,-34,20,6,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2018,1vs1 B-Girl Battle Top 16 Knock-Out,Aga,Kate,Kate,2,5,0,2,0,10,Hatsolo,Poe One,Wing,Felix,Renegade,,,,,20,54,12,9,17,,,,,21,53,18,9,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2018,1vs1 B-Girl Battle Top 16 Knock-Out,Jilou,Becca,Jilou,2,5,2,0,10,0,Hatsolo,Poe One,Wing,Felix,Renegade,,,,,-32,-11,-15,-14,-19,,,,,-22,-25,-17,-6,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2018,1vs1 B-Girl Battle Top 16 Knock-Out,Tazz,Paulina,Tazz,2,5,2,0,6,4,Hatsolo,Poe One,Wing,Felix,Renegade,,,,,18,-10,-13,23,-17,,,,,-25,-21,9,35,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2018,1vs1 B-Girl Battle Top 16 Knock-Out,Anita,Kate,Kate,2,5,0,2,1,9,Hatsolo,Poe One,Wing,Felix,Renegade,,,,,35,55,10,14,-17,,,,,35,54,22,22,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2018,1vs1 B-Girl Battle Top 16 Knock-Out,Aga,Alessandrina,Aga,2,5,2,0,10,0,Hatsolo,Poe One,Wing,Felix,Renegade,,,,,-36,-14,-8,-6,-20,,,,,-28,-14,-11,-3,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2018,1vs1 B-Girl Battle Top 16 Knock-Out,Kami,Becca,Becca,3,5,1,2,7,8,Hatsolo,Poe One,Wing,Felix,Renegade,,,,,-13,-54,10,-25,-10,,,,,46,100,-5,8,10,,,,,45,56,11,-11,-9,,,,,,,,,,,,,,,,,,
Outbreak 2018,1vs1 B-Girl Battle Top 16 Knock-Out,Elettra,Jilou,Jilou,2,5,0,2,0,10,Hatsolo,Poe One,Wing,Felix,Renegade,,,,,32,83,16,5,9,,,,,42,77,10,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2018,1vs1 B-Girl Battle Top 16 Knock-Out,Madmax,Paulina,Paulina,2,5,0,2,2,8,Hatsolo,Poe One,Wing,Felix,Renegade,,,,,10,63,17,-4,15,,,,,9,49,9,-8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2018,1vs1 B-Girl Battle Top 16 Knock-Out,Flexie,Tazz,Tazz,2,5,0,2,2,8,Hatsolo,Poe One,Wing,Felix,Renegade,,,,,-13,74,10,9,10,,,,,13,21,-20,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2018,1vs1 B-Girl Battle Top 16 Knock-Out,Kate,Fidget,Kate,2,5,2,0,9,1,Hatsolo,Poe One,Wing,Felix,Renegade,,,,,-16,9,-4,-13,-10,,,,,-22,-63,-10,-11,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2018,1vs1 B-Girl Battle Top 16 Knock-Out,Yana,Anita,Anita,3,5,1,2,5,10,Hatsolo,Poe One,Wing,Felix,Renegade,,,,,59,27,16,60,-10,,,,,-13,-45,6,-6,-11,,,,,27,4,8,28,8,,,,,,,,,,,,,,,,,,
Outbreak 2018,1vs1 B-Girl Battle Top 16 Knock-Out,Alessandrina,San Andrea,Alessandrina,3,5,2,1,8,7,Hatsolo,Poe One,Wing,Felix,Renegade,,,,,59,53,11,71,6,,,,,-17,-16,-24,-83,-8,,,,,38,21,-12,-7,-7,,,,,,,,,,,,,,,,,,
Outbreak 2018,1vs1 B-Girl Battle Top 16 Knock-Out,Aga,Furia,Aga,2,5,2,0,8,2,Hatsolo,Poe One,Wing,Felix,Renegade,,,,,-81,-58,-16,-7,-30,,,,,-85,-4,11,5,-21,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2018,1vs1 Undisputed Top 32 Knock-Out,Kuzya,Cheerito,Cheerito,1,5,0,1,0,5,Poe One,Hatsolo,Wing,Felix,Renegade,,,,,67,14,15,53,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2018,1vs1 Undisputed Top 32 Knock-Out,Illz,Cheerito,Cheerito,3,5,1,2,8,7,Hatsolo,Poe One,Wing,Felix,Renegade,,,,,-20,-58,-6,-5,-16,,,,,-15,34,13,-4,8,,,,,17,54,15,4,-16,,,,,,,,,,,,,,,,,,
Outbreak 2018,1vs1 Undisputed Top 32 Knock-Out,Kid Karam,Kuzya,Kuzya,3,5,1,2,6,9,Hatsolo,Poe One,Wing,Felix,Renegade,,,,,-9,-77,-15,-13,-20,,,,,100,-41,9,4,15,,,,,44,58,11,8,16,,,,,,,,,,,,,,,,,,
Outbreak 2018,1vs1 Undisputed Top 32 Knock-Out,Phil Wizard,Cheerito,Cheerito,3,5,1,2,3,12,Hatsolo,Poe One,Wing,Felix,Renegade,,,,,-31,-9,16,5,-14,,,,,10,85,5,6,8,,,,,16,72,11,4,12,,,,,,,,,,,,,,,,,,
Outbreak 2018,1vs1 Undisputed Top 32 Knock-Out,LB,Illz,Illz,2,5,0,2,0,10,Hatsolo,Poe One,Wing,Felix,Renegade,,,,,33,45,11,7,14,,,,,34,53,14,19,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2018,1vs1 Undisputed Top 32 Knock-Out,Dany,Kuzya,Kuzya,3,5,1,2,5,10,Hatsolo,Poe One,Wing,Felix,Renegade,,,,,-14,-47,-21,3,-13,,,,,26,-19,10,4,16,,,,,31,39,6,7,14,,,,,,,,,,,,,,,,,,
Outbreak 2018,1vs1 Undisputed Top 32 Knock-Out,Kid Karam,Ayumi,Kid Karam,2,5,2,0,7,3,Hatsolo,Poe One,Wing,Felix,Renegade,,,,,9,-9,-10,-5,-15,,,,,-27,11,8,-6,-14,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outbreak 2018,1vs1 Undisputed Top 32 Knock-Out,Mini Joe,Cheerito,Cheerito,2,5,0,2,2,8,Hatsolo,Poe One,Wing,Felix,Renegade,,,,,14,-51,-22,6,10,,,,,33,81,23,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
